Text,Label
Psychiatric patients in an acute state are being held in an unsuitable environment without access to appropriate ward based 5 care under a multi-disciplinary psychiatric team.,Organisational Factors- Care planning
This reduces the number of nurses available for physical health care nursing and means nurses from the wrong discipline and experience are caring for acute psychiatric patients.,Local Working Conditions- Management of Staff and Staffing Levels
c.) The emergency department environment is noisy and confusing and inimical to the health and recovery of psychiatric patients.,Organisational Factors- Physical Environment
d.) The patients cannot be detained under the Mental Health Act 1983 whilst in the emergency department.,External Factors- National Policies
"There is a significant risk that some of them are being detained unlawfully, without recourse to the legal safeguards provided by the Mental Health Act 1983.",External Factors- National Policies
"In addition, they do not have a Responsible Clinician.",Local Working Conditions- Workload and Staffing Issues
"e.) Medical staff make decisions about how to prevent these patients leaving the department if they decide to leave, instructing security staff to prevent this, using powers said to derive under common law which I was told was a grey area.",External Factors- National Policies
f.) The ability of the emergency department to fulfil the needs of their physically ill patients is significantly compromised by this arrangement.,Organisational Factors- Care planning
g.) There is an acknowledged risk that psychiatric patents being cared for in the emergency department are under the care of both medical and psychiatric teams which can impact decision making and obscure who has ultimate responsibility for the patient.,Local Working Conditions- Lines of Responsibility
I regarded the current policy as inadequate and remain concerned about this because I have not been able to review the revised document.,Organisational Factors- Care planning
She was placed in the community on a Positive Risk Taking Plan.,Organisational Factors- Care planning
She presented a continuous and serious risk to herself in the community and was prone to impulsive acts of self harm.,Organisational Factors- Care planning
"The independent expert consultant psychiatrist called at the inquest regarded it as good practice in these circumstances to have a joint plan in place, including liaison between the ambulance service and mental health teams, for dealing with emergencies.",Organisational Factors- Care planning
"11.The paramedics who attended Ms Ostler on the 16th June 2023 did not know she had a diagnosis of Emotionally Unstable Personality Disorder, nor that this such a diagnosis would be likely to affect her decision-making capacity because it made her prone to be volatile and impulsive.",Human Error- Slips or Lapses
"guidance or suggested training to sellers, particulary acquired by members of",Organisational Factors- Staff Training and Education
